Timestamp,CPU_Usage_%,RAM_Usage_%,Wifi_TX_Mbps,Wifi_RX_Mbps
2025-12-31 16:06:19.250,0.1,7.8,0.11,0.05
2025-12-31 16:06:20.252,0.1,7.8,0.10,0.05
2025-12-31 16:06:21.254,0.1,7.8,0.11,0.05
2025-12-31 16:06:22.256,0.2,7.8,0.10,0.05
2025-12-31 16:06:23.257,0.0,7.8,0.11,0.06
2025-12-31 16:06:24.258,0.1,7.8,0.10,0.05
2025-12-31 16:06:25.260,0.1,7.8,0.10,0.05
2025-12-31 16:06:26.261,0.0,7.8,0.10,0.05
2025-12-31 16:06:27.263,0.0,7.8,0.10,0.05
2025-12-31 16:06:28.264,0.1,7.8,0.10,0.05
2025-12-31 16:06:29.265,0.1,7.8,0.10,0.05
2025-12-31 16:06:30.266,0.0,7.8,0.10,0.05
2025-12-31 16:06:31.267,0.0,7.8,0.11,0.05
2025-12-31 16:06:32.269,0.0,7.8,0.10,0.05
2025-12-31 16:06:33.270,0.2,7.8,0.11,0.05
2025-12-31 16:06:34.271,0.0,7.8,0.10,0.05
2025-12-31 16:06:35.273,0.1,7.8,0.10,0.05
2025-12-31 16:06:36.275,0.1,7.8,0.10,0.05
2025-12-31 16:06:37.276,0.1,7.8,0.10,0.05
2025-12-31 16:06:38.277,0.1,7.8,0.10,0.05
2025-12-31 16:06:39.278,0.0,7.8,0.10,0.05
2025-12-31 16:06:40.280,0.2,7.8,0.10,0.05
2025-12-31 16:06:41.281,0.0,7.8,0.11,0.05
2025-12-31 16:06:42.282,0.1,7.8,0.10,0.05
2025-12-31 16:06:43.284,0.1,7.8,0.11,0.06
2025-12-31 16:06:44.285,0.1,7.8,0.10,0.05
2025-12-31 16:06:45.287,0.1,7.8,0.10,0.05
2025-12-31 16:06:46.289,0.2,7.8,0.10,0.05
2025-12-31 16:06:47.290,0.2,7.8,0.11,0.05
2025-12-31 16:06:48.292,0.1,7.8,0.11,0.05
2025-12-31 16:06:49.294,0.0,7.8,0.11,0.05
2025-12-31 16:06:50.296,0.1,7.8,0.10,0.05
2025-12-31 16:06:51.297,0.1,7.8,0.11,0.05
2025-12-31 16:06:52.298,0.0,7.8,0.10,0.05
2025-12-31 16:06:53.299,0.1,7.8,0.11,0.06
2025-12-31 16:06:54.301,0.0,7.8,0.11,0.05
2025-12-31 16:06:55.302,0.2,7.8,0.10,0.05
2025-12-31 16:06:56.303,0.1,7.8,0.10,0.05
2025-12-31 16:06:57.305,0.1,7.8,0.10,0.05
2025-12-31 16:06:58.306,0.0,7.8,0.10,0.05
2025-12-31 16:06:59.308,0.0,7.8,0.10,0.05
2025-12-31 16:07:00.310,0.1,7.8,0.11,0.05
2025-12-31 16:07:01.312,0.0,7.8,0.10,0.05
2025-12-31 16:07:02.314,0.0,7.8,0.11,0.06
2025-12-31 16:07:03.315,0.0,7.8,0.10,0.05
2025-12-31 16:07:04.317,0.1,7.8,0.10,0.05
2025-12-31 16:07:05.318,0.1,7.8,0.10,0.05
2025-12-31 16:07:06.320,0.1,7.8,0.10,0.05
2025-12-31 16:07:07.321,0.0,7.8,0.11,0.05
2025-12-31 16:07:08.322,0.0,7.8,0.11,0.05
2025-12-31 16:07:09.324,0.0,7.8,0.10,0.05
2025-12-31 16:07:10.325,0.1,7.8,0.10,0.05
2025-12-31 16:07:11.326,0.0,7.8,0.10,0.05
2025-12-31 16:07:12.328,0.2,7.8,0.10,0.05
2025-12-31 16:07:13.329,0.0,7.8,0.11,0.05
2025-12-31 16:07:14.330,0.0,7.8,0.10,0.05
2025-12-31 16:07:15.332,0.2,7.8,0.11,0.05
2025-12-31 16:07:16.333,0.0,7.8,0.11,0.05
2025-12-31 16:07:17.335,0.1,7.8,0.10,0.05
2025-12-31 16:07:18.336,0.0,7.8,0.11,0.05
2025-12-31 16:07:19.338,0.1,7.8,0.10,0.05
2025-12-31 16:07:20.339,0.2,7.8,0.11,0.05
2025-12-31 16:07:21.341,0.0,7.8,0.10,0.05
2025-12-31 16:07:22.342,0.1,7.8,0.11,0.05
2025-12-31 16:07:23.344,0.0,7.8,0.11,0.06
2025-12-31 16:07:24.345,0.1,7.8,0.11,0.05
2025-12-31 16:07:25.346,0.0,7.8,0.10,0.05
2025-12-31 16:07:26.348,0.0,7.8,0.11,0.05
2025-12-31 16:07:27.349,0.1,7.8,0.10,0.05
2025-12-31 16:07:28.350,0.1,7.8,0.11,0.05
2025-12-31 16:07:29.351,0.2,7.8,0.10,0.05
2025-12-31 16:07:30.352,0.1,7.8,0.11,0.06
2025-12-31 16:07:31.353,0.1,7.8,0.10,0.05
2025-12-31 16:07:32.354,0.2,7.8,0.11,0.05
2025-12-31 16:07:33.355,0.2,7.8,0.11,0.06
2025-12-31 16:07:34.356,0.2,7.8,0.11,0.05
2025-12-31 16:07:35.358,0.1,7.8,0.11,0.05
2025-12-31 16:07:36.359,0.2,7.8,0.11,0.05
2025-12-31 16:07:37.360,0.2,7.8,0.11,0.05
2025-12-31 16:07:38.361,0.2,7.8,0.11,0.05
2025-12-31 16:07:39.362,0.0,7.8,0.10,0.05
2025-12-31 16:07:40.363,0.2,7.8,0.10,0.05
2025-12-31 16:07:41.365,0.2,7.8,0.10,0.05
2025-12-31 16:07:42.366,0.2,7.8,0.11,0.05
2025-12-31 16:07:43.367,0.3,7.8,0.10,0.05
2025-12-31 16:07:44.368,0.3,7.8,0.11,0.05
2025-12-31 16:07:45.370,0.2,7.8,0.10,0.05
2025-12-31 16:07:46.371,0.2,7.8,0.10,0.05
2025-12-31 16:07:47.373,0.3,7.8,0.11,0.05
2025-12-31 16:07:48.376,0.3,7.8,0.11,0.05
2025-12-31 16:07:49.378,0.1,7.8,0.11,0.06
2025-12-31 16:07:50.379,0.2,7.8,0.11,0.05
2025-12-31 16:07:51.381,0.3,7.8,0.11,0.05
2025-12-31 16:07:52.382,0.1,7.8,0.10,0.05
2025-12-31 16:07:53.383,0.1,7.8,0.11,0.06
2025-12-31 16:07:54.385,0.2,7.8,0.10,0.05
2025-12-31 16:07:55.386,0.0,7.8,0.10,0.05
2025-12-31 16:07:56.388,0.2,7.8,0.11,0.05
2025-12-31 16:07:57.390,0.1,7.8,0.10,0.05
2025-12-31 16:07:58.391,0.2,7.8,0.11,0.05
2025-12-31 16:07:59.392,0.0,7.8,0.11,0.05
2025-12-31 16:08:00.394,0.2,7.8,0.10,0.05
2025-12-31 16:08:01.396,0.2,7.8,0.10,0.05
2025-12-31 16:08:02.397,0.0,7.8,0.10,0.05
2025-12-31 16:08:03.398,0.2,7.8,0.11,0.06
2025-12-31 16:08:04.399,0.0,7.8,0.10,0.05
2025-12-31 16:08:05.400,0.2,7.8,0.10,0.05
2025-12-31 16:08:06.401,0.0,7.8,0.11,0.05
2025-12-31 16:08:07.403,0.1,7.8,0.10,0.05
2025-12-31 16:08:08.404,0.1,7.8,0.11,0.06
2025-12-31 16:08:09.406,0.0,7.8,0.10,0.05
2025-12-31 16:08:10.407,0.1,7.8,0.10,0.05
2025-12-31 16:08:11.408,0.2,7.8,0.11,0.06
2025-12-31 16:08:12.409,0.1,7.8,0.10,0.05
2025-12-31 16:08:13.410,0.2,7.8,0.10,0.05
2025-12-31 16:08:14.412,0.3,7.8,0.10,0.05
2025-12-31 16:08:15.414,0.2,7.8,0.10,0.05
2025-12-31 16:08:16.415,0.2,7.8,0.10,0.05
2025-12-31 16:08:17.416,0.2,7.8,0.10,0.05
2025-12-31 16:08:18.418,0.2,7.8,0.10,0.05
2025-12-31 16:08:19.420,0.2,7.8,0.10,0.05
2025-12-31 16:08:20.421,0.1,7.8,0.11,0.05
2025-12-31 16:08:21.422,0.2,7.8,0.10,0.05
2025-12-31 16:08:22.424,0.1,7.8,0.10,0.05
2025-12-31 16:08:23.425,0.2,7.8,0.11,0.06
2025-12-31 16:08:24.427,0.1,7.8,0.11,0.05
2025-12-31 16:08:25.429,0.2,7.8,0.10,0.05
2025-12-31 16:08:26.430,0.1,7.8,0.10,0.05
2025-12-31 16:08:27.431,0.1,7.8,0.10,0.05
2025-12-31 16:08:28.433,0.1,7.8,0.10,0.05
2025-12-31 16:08:29.434,0.1,7.8,0.11,0.05
2025-12-31 16:08:30.436,0.1,7.8,0.11,0.05
2025-12-31 16:08:31.437,0.1,7.8,0.11,0.05
2025-12-31 16:08:32.439,0.0,7.8,0.10,0.05
2025-12-31 16:08:33.440,0.1,7.8,0.10,0.05
2025-12-31 16:08:34.441,0.1,7.8,0.10,0.05
2025-12-31 16:08:35.442,0.2,7.8,0.10,0.05
2025-12-31 16:08:36.443,0.2,7.8,0.11,0.05
2025-12-31 16:08:37.444,0.1,7.8,0.10,0.05
2025-12-31 16:08:38.445,0.1,7.8,0.09,0.05
2025-12-31 16:08:39.446,0.1,7.8,0.10,0.05
2025-12-31 16:08:40.447,0.1,7.8,0.10,0.05
2025-12-31 16:08:41.448,0.1,7.8,0.10,0.05
2025-12-31 16:08:42.449,0.0,7.8,0.09,0.05
2025-12-31 16:08:43.451,0.1,7.8,0.10,0.05
2025-12-31 16:08:44.452,0.1,7.8,0.10,0.05
2025-12-31 16:08:45.453,0.1,7.8,0.10,0.05
2025-12-31 16:08:46.455,0.1,7.8,0.10,0.05
2025-12-31 16:08:47.456,0.2,7.8,0.10,0.05
2025-12-31 16:08:48.457,0.2,7.8,0.10,0.05
2025-12-31 16:08:49.458,0.0,7.8,0.10,0.05
2025-12-31 16:08:50.460,0.1,7.8,0.10,0.05
2025-12-31 16:08:51.461,0.1,7.8,0.10,0.05
2025-12-31 16:08:52.464,0.0,7.8,0.10,0.05
2025-12-31 16:08:53.465,0.0,7.8,0.10,0.05
2025-12-31 16:08:54.466,0.1,7.8,0.10,0.05
2025-12-31 16:08:55.467,0.1,7.8,0.10,0.05
2025-12-31 16:08:56.469,0.0,7.8,0.10,0.05
2025-12-31 16:08:57.470,0.0,7.8,0.10,0.05
2025-12-31 16:08:58.471,0.1,7.8,0.10,0.05
2025-12-31 16:08:59.472,0.1,7.8,0.11,0.05
2025-12-31 16:09:00.473,0.0,7.8,0.10,0.05
2025-12-31 16:09:01.475,0.1,7.8,0.11,0.05
2025-12-31 16:09:02.476,0.1,7.8,0.11,0.05
2025-12-31 16:09:03.477,0.0,7.8,0.11,0.06
2025-12-31 16:09:04.478,0.0,7.8,0.10,0.05
2025-12-31 16:09:05.479,0.1,7.8,0.10,0.05
2025-12-31 16:09:06.481,0.1,7.8,0.11,0.05
2025-12-31 16:09:07.482,0.1,7.8,0.10,0.05
2025-12-31 16:09:08.484,0.0,7.8,0.10,0.05
2025-12-31 16:09:09.486,0.1,7.8,0.10,0.05
2025-12-31 16:09:10.487,0.1,7.8,0.10,0.05
2025-12-31 16:09:11.489,0.1,7.8,0.10,0.05
2025-12-31 16:09:12.491,0.0,7.8,0.11,0.05
2025-12-31 16:09:13.493,0.1,7.8,0.11,0.06
2025-12-31 16:09:14.494,0.2,7.8,0.10,0.05
2025-12-31 16:09:15.524,0.2,7.8,0.11,0.05
2025-12-31 16:09:16.525,0.1,7.8,0.10,0.05
2025-12-31 16:09:17.527,0.1,7.8,0.11,0.05
2025-12-31 16:09:18.528,0.1,7.8,0.10,0.05
2025-12-31 16:09:19.529,0.1,7.8,0.10,0.05
2025-12-31 16:09:20.531,0.1,7.8,0.10,0.05
2025-12-31 16:09:21.532,0.0,7.8,0.10,0.05
2025-12-31 16:09:22.534,0.1,7.8,0.10,0.05
2025-12-31 16:09:23.535,0.1,7.8,0.11,0.05
2025-12-31 16:09:24.536,0.0,7.8,0.11,0.06
2025-12-31 16:09:25.537,0.1,7.8,0.10,0.05
2025-12-31 16:09:26.538,0.2,7.8,0.10,0.05
2025-12-31 16:09:27.541,0.0,7.8,0.10,0.05
2025-12-31 16:09:28.542,0.2,7.8,0.11,0.06
2025-12-31 16:09:29.543,0.0,7.8,0.11,0.05
2025-12-31 16:09:30.544,0.2,7.8,0.10,0.05
2025-12-31 16:09:31.545,0.1,7.8,0.10,0.05
2025-12-31 16:09:32.547,0.2,7.8,0.10,0.05
2025-12-31 16:09:33.548,0.2,7.8,0.11,0.05
2025-12-31 16:09:34.550,0.0,7.8,0.10,0.05
2025-12-31 16:09:35.551,0.2,7.8,0.10,0.05
2025-12-31 16:09:36.553,0.1,7.8,0.10,0.05
2025-12-31 16:09:37.554,0.1,7.8,0.10,0.05
2025-12-31 16:09:38.555,0.0,7.8,0.11,0.05
2025-12-31 16:09:39.556,0.1,7.8,0.10,0.05
2025-12-31 16:09:40.558,0.1,7.8,0.10,0.05
2025-12-31 16:09:41.559,0.0,7.8,0.11,0.05
2025-12-31 16:09:42.560,0.2,7.8,0.10,0.05
2025-12-31 16:09:43.561,0.0,7.8,0.11,0.06
2025-12-31 16:09:44.563,0.1,7.8,0.10,0.05
2025-12-31 16:09:45.564,0.0,7.8,0.11,0.05
2025-12-31 16:09:46.566,0.1,7.8,0.10,0.05
2025-12-31 16:09:47.567,0.1,7.8,0.10,0.05
2025-12-31 16:09:48.569,0.2,7.8,0.10,0.05
2025-12-31 16:09:49.571,0.0,7.8,0.11,0.05
2025-12-31 16:09:50.572,0.1,7.8,0.11,0.05
2025-12-31 16:09:51.573,0.0,7.8,0.10,0.05
2025-12-31 16:09:52.575,0.1,7.8,0.11,0.05
2025-12-31 16:09:53.576,0.1,7.8,0.11,0.06
2025-12-31 16:09:54.578,0.0,7.8,0.10,0.06
2025-12-31 16:09:55.579,0.0,7.8,0.10,0.05
2025-12-31 16:09:56.580,0.1,7.8,0.11,0.05
2025-12-31 16:09:57.582,0.1,7.8,0.11,0.05
2025-12-31 16:09:58.583,0.0,7.8,0.10,0.05
2025-12-31 16:09:59.584,0.0,7.8,0.10,0.05
2025-12-31 16:10:00.586,0.0,7.8,0.10,0.05
2025-12-31 16:10:01.587,0.1,7.8,0.11,0.05
2025-12-31 16:10:02.588,0.0,7.8,0.11,0.06
2025-12-31 16:10:03.590,0.1,7.8,0.11,0.06
2025-12-31 16:10:04.592,0.0,7.8,0.10,0.05
2025-12-31 16:10:05.593,0.0,7.8,0.10,0.05
2025-12-31 16:10:06.594,0.0,7.8,0.10,0.05
2025-12-31 16:10:07.596,0.1,7.8,0.11,0.05
2025-12-31 16:10:08.597,0.1,7.8,0.10,0.05
2025-12-31 16:10:09.599,0.1,7.8,0.11,0.05
2025-12-31 16:10:10.600,0.0,7.8,0.10,0.05
2025-12-31 16:10:11.602,0.1,7.8,0.10,0.05
2025-12-31 16:10:12.603,0.0,7.8,0.10,0.05
2025-12-31 16:10:13.604,0.0,7.8,0.11,0.06
2025-12-31 16:10:14.606,0.1,7.8,0.10,0.05
2025-12-31 16:10:15.608,0.1,7.8,0.11,0.05
2025-12-31 16:10:16.609,0.2,7.8,0.10,0.05
2025-12-31 16:10:17.610,0.0,7.8,0.10,0.05
2025-12-31 16:10:18.612,0.0,7.8,0.10,0.05
2025-12-31 16:10:19.613,0.0,7.8,0.10,0.05
2025-12-31 16:10:20.615,0.0,7.8,0.10,0.05
2025-12-31 16:10:21.616,0.1,7.8,0.10,0.05
2025-12-31 16:10:22.617,0.1,7.8,0.11,0.05
2025-12-31 16:10:23.618,0.0,7.8,0.11,0.06
2025-12-31 16:10:24.620,0.2,7.8,0.10,0.05
2025-12-31 16:10:25.621,0.2,7.8,0.11,0.06
2025-12-31 16:10:26.622,0.0,7.8,0.10,0.05
2025-12-31 16:10:27.624,0.2,7.8,0.10,0.05
2025-12-31 16:10:28.625,0.3,7.8,0.11,0.05
2025-12-31 16:10:29.627,0.2,7.8,0.10,0.05
2025-12-31 16:10:30.628,0.2,7.8,0.11,0.05
2025-12-31 16:10:31.630,0.2,7.8,0.10,0.05
2025-12-31 16:10:32.631,0.2,7.8,0.10,0.05
2025-12-31 16:10:33.632,0.2,7.8,0.11,0.06
2025-12-31 16:10:34.633,0.5,7.8,0.10,0.05
2025-12-31 16:10:35.634,0.2,7.8,0.10,0.05
2025-12-31 16:10:36.636,0.2,7.8,0.10,0.06
2025-12-31 16:10:37.637,0.2,7.8,0.10,0.05
2025-12-31 16:10:38.638,0.3,7.8,0.10,0.05
2025-12-31 16:10:39.640,0.3,7.8,0.11,0.06
2025-12-31 16:10:40.641,0.3,7.8,0.10,0.05
2025-12-31 16:10:41.642,0.2,7.8,0.10,0.05
2025-12-31 16:10:42.643,0.3,7.8,0.10,0.05
2025-12-31 16:10:43.645,0.3,7.8,0.10,0.05
2025-12-31 16:10:44.646,0.2,7.8,0.11,0.05
2025-12-31 16:10:45.648,0.2,7.8,0.10,0.05
2025-12-31 16:10:46.650,0.3,7.8,0.10,0.05
2025-12-31 16:10:47.652,0.2,7.8,0.10,0.05
2025-12-31 16:10:48.653,0.2,7.8,0.10,0.05
2025-12-31 16:10:49.655,0.2,7.8,0.10,0.05
2025-12-31 16:10:50.656,0.1,7.8,0.10,0.05
2025-12-31 16:10:51.658,0.1,7.8,0.11,0.05
2025-12-31 16:10:52.659,0.1,7.8,0.10,0.06
2025-12-31 16:10:53.660,0.0,7.8,0.13,0.06
2025-12-31 16:10:54.661,0.1,7.8,0.11,0.05
2025-12-31 16:10:55.662,0.1,7.8,0.10,0.05
2025-12-31 16:10:56.663,0.1,7.8,0.10,0.05
2025-12-31 16:10:57.665,0.0,7.8,0.10,0.05
2025-12-31 16:10:58.666,0.0,7.8,0.10,0.05
2025-12-31 16:10:59.667,0.1,7.8,0.10,0.05
2025-12-31 16:11:00.668,0.1,7.8,0.10,0.05
2025-12-31 16:11:01.669,0.0,7.8,0.11,0.05
2025-12-31 16:11:02.671,0.2,7.8,0.10,0.05
2025-12-31 16:11:03.673,0.1,7.8,0.11,0.06
2025-12-31 16:11:04.674,0.1,7.8,0.10,0.05
2025-12-31 16:11:05.676,0.1,7.8,0.11,0.05
2025-12-31 16:11:06.677,0.0,7.8,0.10,0.05
2025-12-31 16:11:07.678,0.2,7.8,0.10,0.05
2025-12-31 16:11:08.680,0.2,7.8,0.11,0.06
2025-12-31 16:11:09.682,0.2,7.8,0.10,0.05
2025-12-31 16:11:10.683,0.1,7.8,0.10,0.05
2025-12-31 16:11:11.684,0.1,7.8,0.10,0.05
2025-12-31 16:11:12.686,0.2,7.8,0.10,0.05
2025-12-31 16:11:13.706,0.1,7.8,0.10,0.05
2025-12-31 16:11:14.707,0.1,7.8,0.10,0.05
2025-12-31 16:11:15.709,0.1,7.8,0.10,0.05
2025-12-31 16:11:16.710,0.2,7.8,0.10,0.05
2025-12-31 16:11:17.711,0.2,7.8,0.11,0.05
2025-12-31 16:11:18.712,0.2,7.8,0.10,0.05
2025-12-31 16:11:19.714,0.0,7.8,0.10,0.05
2025-12-31 16:11:20.715,0.1,7.8,0.11,0.05
2025-12-31 16:11:21.717,0.1,7.8,0.10,0.05
2025-12-31 16:11:22.719,0.1,7.8,0.10,0.05
2025-12-31 16:11:23.720,0.0,7.8,0.11,0.05
2025-12-31 16:11:24.721,0.1,7.8,0.10,0.05
2025-12-31 16:11:25.722,0.1,7.8,0.10,0.05
2025-12-31 16:11:26.723,0.2,7.8,0.10,0.05
2025-12-31 16:11:27.724,0.2,7.8,0.10,0.05
2025-12-31 16:11:28.725,0.2,7.8,0.10,0.05
2025-12-31 16:11:29.727,0.1,7.8,0.10,0.05
2025-12-31 16:11:30.729,0.1,7.8,0.10,0.05
2025-12-31 16:11:31.730,0.1,7.8,0.10,0.05
2025-12-31 16:11:32.732,0.1,7.8,0.10,0.05
2025-12-31 16:11:33.734,0.1,7.8,0.10,0.05
2025-12-31 16:11:34.735,0.2,7.8,0.10,0.05
2025-12-31 16:11:35.736,0.0,7.8,0.10,0.05
2025-12-31 16:11:36.738,0.1,7.8,0.10,0.05
2025-12-31 16:11:37.739,0.1,7.8,0.11,0.05
2025-12-31 16:11:38.740,0.0,7.8,0.11,0.05
2025-12-31 16:11:39.741,0.0,7.8,0.10,0.05
2025-12-31 16:11:40.743,0.1,7.8,0.10,0.05
2025-12-31 16:11:41.744,0.1,7.8,0.10,0.05
2025-12-31 16:11:42.746,0.0,7.8,0.11,0.05
2025-12-31 16:11:43.747,0.0,7.8,0.11,0.05
2025-12-31 16:11:44.748,0.1,7.8,0.10,0.05
2025-12-31 16:11:45.750,0.0,7.8,0.10,0.05
2025-12-31 16:11:46.751,0.2,7.8,0.11,0.05
2025-12-31 16:11:47.752,0.0,7.8,0.10,0.05
2025-12-31 16:11:48.753,0.0,7.8,0.10,0.05
2025-12-31 16:11:49.755,0.1,7.8,0.10,0.05
2025-12-31 16:11:50.757,0.0,7.8,0.10,0.05
2025-12-31 16:11:51.758,0.0,7.8,0.11,0.05
2025-12-31 16:11:52.759,0.2,7.8,0.10,0.05
2025-12-31 16:11:53.760,0.0,7.8,0.11,0.06
2025-12-31 16:11:54.762,0.1,7.8,0.10,0.05
2025-12-31 16:11:55.764,0.0,7.8,0.11,0.05
2025-12-31 16:11:56.765,0.1,7.8,0.10,0.05
2025-12-31 16:11:57.766,0.0,7.8,0.10,0.05
2025-12-31 16:11:58.768,0.1,7.8,0.10,0.05
2025-12-31 16:11:59.769,0.0,7.8,0.10,0.05
2025-12-31 16:12:00.771,0.1,7.8,0.10,0.05
2025-12-31 16:12:01.773,0.1,7.8,0.11,0.06
2025-12-31 16:12:02.774,0.1,7.8,0.10,0.05
2025-12-31 16:12:03.775,0.2,7.8,0.10,0.05
2025-12-31 16:12:04.777,0.0,7.8,0.10,0.05
2025-12-31 16:12:05.778,0.0,7.8,0.10,0.05
2025-12-31 16:12:06.779,0.1,7.8,0.10,0.05
2025-12-31 16:12:07.780,0.0,7.8,0.10,0.05
2025-12-31 16:12:08.781,0.1,7.8,0.11,0.05
2025-12-31 16:12:09.783,0.0,7.8,0.11,0.05
2025-12-31 16:12:10.784,0.1,7.8,0.11,0.05
2025-12-31 16:12:11.786,0.1,7.8,0.11,0.05
2025-12-31 16:12:12.787,0.0,7.8,0.10,0.05
2025-12-31 16:12:13.788,0.2,7.8,0.11,0.06
2025-12-31 16:12:14.790,0.0,7.8,0.11,0.05
2025-12-31 16:12:15.791,0.1,7.8,0.11,0.06
2025-12-31 16:12:16.792,0.2,7.8,0.11,0.05
2025-12-31 16:12:17.793,0.0,7.8,0.11,0.05
2025-12-31 16:12:18.794,0.2,7.8,0.10,0.05
2025-12-31 16:12:19.796,0.1,7.8,0.10,0.05
2025-12-31 16:12:20.797,0.1,7.8,0.11,0.05
2025-12-31 16:12:21.798,0.1,7.8,0.10,0.05
2025-12-31 16:12:22.799,0.2,7.8,0.10,0.05
2025-12-31 16:12:23.801,0.1,7.8,0.11,0.06
2025-12-31 16:12:24.802,0.0,7.8,0.10,0.05
2025-12-31 16:12:25.803,0.0,7.8,0.10,0.05
2025-12-31 16:12:26.804,0.0,7.8,0.06,0.03
2025-12-31 16:12:27.806,0.2,7.8,0.08,0.07
2025-12-31 16:12:28.808,0.2,7.8,0.22,0.17
2025-12-31 16:12:29.809,0.1,7.8,0.15,0.08
2025-12-31 16:12:30.811,0.2,7.8,0.10,0.05
2025-12-31 16:12:31.812,0.1,7.8,0.10,0.05
2025-12-31 16:12:32.814,0.0,7.8,0.10,0.05
2025-12-31 16:12:33.815,0.1,7.8,0.11,0.06
2025-12-31 16:12:34.816,0.1,7.8,0.11,0.06
2025-12-31 16:12:35.818,0.1,7.8,0.10,0.05
2025-12-31 16:12:36.819,0.0,7.8,0.10,0.05
2025-12-31 16:12:37.820,0.2,7.8,0.10,0.05
2025-12-31 16:12:38.821,0.0,7.8,0.10,0.05
2025-12-31 16:12:39.823,0.1,7.8,0.10,0.05
2025-12-31 16:12:40.824,0.2,7.8,0.10,0.05
2025-12-31 16:12:41.825,0.0,7.8,0.10,0.05
2025-12-31 16:12:42.828,0.0,7.8,0.11,0.05
2025-12-31 16:12:43.829,0.1,7.8,0.11,0.06
2025-12-31 16:12:44.831,0.1,7.8,0.10,0.05
2025-12-31 16:12:45.832,0.1,7.8,0.11,0.05
2025-12-31 16:12:46.833,0.1,7.8,0.10,0.05
2025-12-31 16:12:47.835,0.1,7.8,0.10,0.05
2025-12-31 16:12:48.836,0.0,7.8,0.10,0.05
2025-12-31 16:12:49.837,0.1,7.8,0.10,0.05
2025-12-31 16:12:50.839,0.0,7.8,0.10,0.05
2025-12-31 16:12:51.843,0.2,7.8,0.10,0.05
2025-12-31 16:12:52.845,0.0,7.8,0.10,0.05
2025-12-31 16:12:53.847,0.1,7.8,0.11,0.06
2025-12-31 16:12:54.848,0.1,7.8,0.10,0.05
2025-12-31 16:12:55.849,0.0,7.8,0.10,0.05
2025-12-31 16:12:56.851,0.1,7.8,0.11,0.05
2025-12-31 16:12:57.853,0.1,7.8,0.10,0.05
2025-12-31 16:12:58.854,0.0,7.8,0.10,0.05
2025-12-31 16:12:59.856,0.1,7.8,0.10,0.05
2025-12-31 16:13:00.857,0.1,7.8,0.10,0.05
2025-12-31 16:13:01.858,0.1,7.8,0.10,0.05
2025-12-31 16:13:02.859,0.1,7.8,0.10,0.05
2025-12-31 16:13:03.861,0.0,7.8,0.11,0.06
2025-12-31 16:13:04.862,0.1,7.8,0.10,0.05
2025-12-31 16:13:05.864,0.0,7.8,0.10,0.05
2025-12-31 16:13:06.865,0.1,7.8,0.10,0.05
2025-12-31 16:13:07.867,0.0,7.8,0.10,0.05
2025-12-31 16:13:08.868,0.1,7.8,0.10,0.05
2025-12-31 16:13:09.869,0.0,7.8,0.10,0.05
2025-12-31 16:13:10.870,0.0,7.8,0.10,0.05
2025-12-31 16:13:11.871,0.1,7.8,0.10,0.05
2025-12-31 16:13:12.873,0.1,7.8,0.11,0.06
2025-12-31 16:13:13.874,0.0,7.8,0.11,0.06
2025-12-31 16:13:14.875,0.1,7.8,0.10,0.05
2025-12-31 16:13:15.877,0.0,7.8,0.11,0.05
2025-12-31 16:13:16.878,0.2,7.8,0.10,0.05
2025-12-31 16:13:17.879,0.2,7.8,0.10,0.05
2025-12-31 16:13:18.881,0.0,7.8,0.11,0.05
2025-12-31 16:13:19.882,0.2,7.8,0.10,0.05
2025-12-31 16:13:20.883,0.1,7.8,0.10,0.05
2025-12-31 16:13:21.885,0.1,7.8,0.10,0.05
2025-12-31 16:13:22.886,0.2,7.8,0.10,0.05
2025-12-31 16:13:23.887,0.2,7.8,0.10,0.05
2025-12-31 16:13:24.888,0.1,7.8,0.10,0.05
2025-12-31 16:13:25.889,0.2,7.8,0.10,0.05
2025-12-31 16:13:26.891,0.1,7.8,0.10,0.05
2025-12-31 16:13:27.892,0.5,7.8,0.10,0.05
2025-12-31 16:13:28.893,0.1,7.8,0.10,0.05
2025-12-31 16:13:29.894,0.2,7.8,0.10,0.05
2025-12-31 16:13:30.895,0.2,7.8,0.10,0.05
2025-12-31 16:13:31.897,0.3,7.8,0.10,0.05
2025-12-31 16:13:32.898,0.2,7.8,0.10,0.05
2025-12-31 16:13:33.899,0.2,7.8,0.11,0.05
2025-12-31 16:13:34.900,0.4,7.8,0.10,0.05
2025-12-31 16:13:35.901,0.2,7.8,0.11,0.05
2025-12-31 16:13:36.903,0.0,7.8,0.10,0.05
2025-12-31 16:13:37.904,0.1,7.8,0.10,0.05
2025-12-31 16:13:38.906,0.2,7.8,0.10,0.05
2025-12-31 16:13:39.908,0.2,7.8,0.10,0.05
2025-12-31 16:13:40.909,0.0,7.8,0.10,0.05
2025-12-31 16:13:41.910,0.0,7.8,0.10,0.05
2025-12-31 16:13:42.911,0.2,7.8,0.11,0.05
2025-12-31 16:13:43.912,0.1,7.8,0.10,0.06
2025-12-31 16:13:44.913,0.1,7.8,0.11,0.05
2025-12-31 16:13:45.915,0.2,7.8,0.10,0.05
2025-12-31 16:13:46.916,0.2,7.8,0.10,0.05
2025-12-31 16:13:47.918,0.1,7.8,0.10,0.05
